Date,Close,High,Low,Open,Volume
2011-12-23,20473.7109375,20473.7109375,17685.996255311507,17823.097421337305,6220722
2011-12-26,21753.3203125,22758.725621635356,20839.314838142258,21113.517193107746,3446271
2011-12-27,21844.71875,22484.523253784067,20153.810512240994,21844.71875,2393319
2011-12-28,20965.37890625,22307.533714846977,20317.442649609507,21844.722309165893,866997
2011-12-29,21428.1875,22214.967599474225,19947.18898643225,20780.249928596826,987833
2012-01-02,21289.345703125,21937.28189727797,21289.345703125,21937.28189727797,253755
2012-01-03,20086.037109375,21428.19192883736,19993.475404863395,21289.347928635085,735316
2012-01-04,19808.345703125,20363.71868110353,19438.096088849634,20178.59387396585,501651
2012-01-05,22214.970703125,22770.34522330421,19576.942093132442,20132.316613311654,1019849
2012-01-06,21289.345703125,22029.84503554824,20965.376884331155,21798.439355024657,430657
2012-01-09,21705.875,22076.124645456737,20919.094864263097,21289.34450971983,366510
2012-01-10,21011.662109375,22122.40981968644,20826.537250417274,21613.31754012888,378393
2012-01-11,20826.53515625,21474.471375732755,20687.691165134132,21057.94084581993,167101
2012-01-12,21289.345703125,21474.47053623081,20595.128661554256,20641.40950897203,238432
2012-01-13,21196.78125,21381.906059015935,20965.374156154183,21335.623774186053,119614
2012-01-16,20733.970703125,21196.78349643091,20595.128164224447,21196.78349643091,160082
2012-01-17,20641.41015625,21150.50238067916,20548.847015077117,20780.25270285717,208186
2012-01-18,20224.8828125,20641.41340474358,19900.91393256166,20548.850249003346,235517
2012-01-19,19808.345703125,20687.687454453106,19808.345703125,20363.71868110353,191805
2012-01-20,19715.787109375,20595.13050624857,19669.506257811878,19947.19281062546,259549
2012-01-25,18882.724609375,20363.721853782095,18558.75578555091,19762.066497705036,458227
2012-01-26,20086.037109375,20271.16196183308,18790.163142168443,19021.570290317195,465105
2012-01-27,20039.75390625,20363.72127747078,19715.785091594516,20086.034753076583,254089
2012-01-30,20595.126953125,20780.250327439535,19947.189369285727,20039.752499877595,321774
2012-01-31,21196.78125,21474.467741806635,20456.282013936263,20641.406822952198,430375
2012-02-01,21520.75390625,21937.284468703914,20733.97363418485,21243.06734575902,322539
2012-02-02,21752.154296875,21844.717423369435,20965.374217127723,21613.311772285153,229204
2012-02-03,22168.689453125,22770.344811581603,21474.470954594824,21937.28232465844,354821
2012-02-06,21659.595703125,24482.749090636527,21289.346031207595,22631.500731049502,510796
2012-02-07,21335.626953125,21937.282311212843,21150.502116526066,21844.720614630747,201076
2012-02-08,21613.310546875,22492.65225982613,20965.373028453694,20965.373028453694,313972
2012-02-09,21520.75390625,21613.31705537025,21150.504196638765,21474.473053407317,192228
2012-02-10,22353.810546875,22816.623312764,21567.030432641757,21705.87440675192,313139
2012-02-13,22214.970703125,22724.062930713197,21844.721023005524,22446.37639234098,191857
2012-02-14,22307.53125,22538.936927271618,21567.031927983062,22538.936927271618,215047
2012-02-15,22214.970703125,22492.657241497218,21752.15788125827,22446.37639234098,104665
2012-02-16,22862.908203125,23094.313905311694,21798.441395692258,21937.28395094336,221344
2012-02-17,23973.65234375,24019.9331859213,22585.216974569066,23048.02828315119,208480
2012-02-20,23603.404296875,24066.21563638581,22909.18584417413,24019.934791121657,188616
2012-02-21,22909.1875,23788.53084074913,22909.1875,23510.842862224243,56710
2012-02-22,22631.5,23603.404996529734,22631.5,22862.905676614755,93559
2012-02-23,22862.908203125,22862.908203125,22029.847097878956,22400.09679875161,105988
2012-02-24,23048.029296875,23094.310141081874,22353.810860033373,22955.467608461244,53751
2012-02-27,22122.408203125,23094.313280773844,21937.283357694992,22724.063589913825,99071
2012-02-28,22122.408203125,22585.221038417432,21381.91026483978,21844.721656697395,226696
2012-02-29,22353.810546875,22446.37367742664,21613.312719634876,21844.71838086208,214970
2012-03-02,22214.970703125,22492.657241497218,22029.845863065264,22076.126712221503,96032
2012-03-05,21752.154296875,22076.123074453717,21752.154296875,21937.279106429334,82797
2012-03-06,21289.345703125,21844.72020244243,21150.501717436964,21428.189688813036,108506
2012-03-07,21752.154296875,21890.998264899386,20641.406882983545,20641.406882983545,73193
2012-03-08,22261.25,22261.25,21891.000345698107,21891.000345698107,111427
2012-03-09,21983.5625,22538.935513235294,21890.999368837714,22261.249006617647,51094
2012-03-12,22261.25,22446.374827150947,21705.87551854716,22168.688308141864,79066
2012-03-13,22955.46875,22955.46875,22261.250278636,22307.53112514435,88941
2012-03-14,22585.220703125,23001.75123830015,22446.37671025502,23001.75123830015,56225
2012-03-15,22770.345703125,22862.90740338796,22122.408027545076,22585.22085916428,76033
2012-03-16,23233.15234375,23371.996309207287,22307.52831309228,22724.058766029626,72305
2012-03-19,22214.970703125,23418.2814417959,22214.970703125,23418.2814417959,74813
2012-03-20,21705.875,22400.09344609004,21567.031022095063,22076.124645456737,63561
2012-03-21,22261.25,22307.530845929068,21381.908153609005,21752.15636447623,89335
2012-03-22,21428.1875,22261.248442164575,21289.34352849438,22261.248442164575,94292
2012-03-23,21428.1875,21567.030028071047,21104.21871429841,21567.030028071047,61438
2012-03-26,20826.53515625,21613.315366848623,20687.691165134132,21520.752224959786,92426
2012-03-27,20826.53515625,21150.50254427399,20780.252863588194,21011.659996592898,32827
2012-03-28,20919.095703125,21289.345363428856,20595.128332935146,20919.095703125,70277
2012-03-29,21196.78125,21613.31170942722,20641.406822952198,20733.968505742898,54604
2012-03-30,21798.44140625,21937.283961568348,21150.50370769161,21567.03426051637,51280
2012-04-02,21474.47265625,22076.128062382282,21381.91095227651,21937.284062987183,35194
2012-04-03,21520.75390625,21844.72276301855,21381.911347721954,21428.192200564637,43805
2012-04-04,21474.47265625,21520.753508236747,20826.536398130975,21289.347804868154,63694
2012-04-05,20502.564453125,21289.344591898956,20410.002763120836,20965.3757900151,89950
2012-04-06,22214.970703125,22400.095543184736,20410.004595118648,20733.971982647105,141242
2012-04-09,22307.53125,22724.061757775853,21613.314218185147,21937.281588991533,105357
2012-04-10,22631.5,22677.78084663601,22029.844663427753,22261.25034004251,73757
2012-04-12,22214.970703125,22862.90692161669,21891.001872161767,22770.34522330421,74547
2012-04-13,22631.5,22631.5,22076.125510063765,22261.25034004251,40526
2012-04-16,23973.65234375,23973.65234375,22076.12338038108,22400.092162449302,163936
2012-04-17,23603.404296875,23973.653945857506,23371.998627119596,23927.371657158703,52171
2012-04-18,23742.251953125,23927.375362852134,23094.314245340527,23603.407952394773,42798
2012-04-19,22214.970703125,23742.250272759135,22122.407561377746,23742.250272759135,178075
2012-04-20,22724.0625,23140.593021380773,22122.40714206836,22122.40714206836,117357
2012-04-23,22585.220703125,23140.593787735335,21752.158189339912,23140.593787735335,94541
2012-04-24,22307.53125,22862.905741512703,22122.40641949577,22214.969556465232,60361
2012-04-25,21613.310546875,22492.65225982613,21474.466586722654,22492.65225982613,64954
2012-04-26,22122.408203125,22400.09619298742,21474.471965837376,21798.440806198596,75525
2012-04-27,21844.720703125,22261.2512263013,21196.784494121282,21937.282400082066,75794
2012-04-30,22076.125,22307.53067126818,21104.220025925904,21844.719328731815,47979
2012-05-02,21659.595703125,22214.970211001106,21474.470867166296,22076.126223173396,35473
2012-05-03,21381.908203125,21937.281242429293,21381.908203125,21659.594722777147,42352
2012-05-04,22400.09375,22400.09375,21381.90793289721,21381.90793289721,78298
2012-05-07,22076.125,22353.811516834885,21891.000174298522,21937.281019865226,13062
2012-05-08,22214.970703125,22724.062930713197,22122.407561377746,22214.970703125,29963
2012-05-09,23048.029296875,23048.029296875,21937.280375302245,22261.24917161962,47062
2012-05-10,22214.970703125,23048.03176167643,22122.407561377746,23048.03176167643,70661
2012-05-11,22492.654296875,22585.21742650437,21659.593347383612,22122.4046652267,51925
2012-05-14,22214.970703125,22585.220383244472,22076.126712221503,22122.407561377746,17604
2012-05-15,22631.5,22724.061693272022,22122.40635669978,22307.531186678523,25777
2012-05-16,22076.125,22492.65549696966,21844.719328731815,22492.65549696966,33393
2012-05-17,22168.689453125,22585.219974869207,22029.845464732014,22585.219974869207,42880
2012-05-18,22214.970703125,22400.095543184736,21844.721023005524,22029.845863065264,53240
2012-05-21,22446.376953125,22585.220947497273,21937.283269383202,22214.97125812775,49994
2012-05-22,21983.5625,22585.21780053374,21983.5625,22400.092981643775,34158
2012-05-23,22261.25,22400.09398122188,21937.281191627175,21983.563480990917,40065
2012-05-24,22214.970703125,22492.657241497218,22122.407561377746,22261.25155228124,19393
2012-05-25,23973.65234375,23973.65234375,22168.68650815824,22400.092162449302,158942
2012-05-29,22122.408203125,23742.250961496287,21891.002507196194,23649.687817063874,207145
2012-05-30,21196.78125,22353.809502056425,21104.218123774768,22214.966977870372,270524
2012-05-31,21474.47265625,21659.597507631846,21011.661249512817,21011.661249512817,115282
2012-06-01,21335.626953125,21567.032638014978,21057.940419943974,21289.346104833952,84967
2012-06-04,20363.72265625,20965.378036036338,20132.31696301445,20965.378036036338,109601
2012-06-05,21335.626953125,21381.90924485079,20548.846758438223,20641.409898455066,83073
