Date,Close,High,Low,Open,Volume
2010-01-29,50083.0859375,65271.68193423203,50083.0859375,58921.27757352941,2983782
2010-02-01,48119.05078125,52112.604655612246,43208.94355867347,50214.02986288265,836878
2010-02-02,49362.94140625,51981.66508827918,48249.9838413876,49101.069038047084,435873
2010-02-03,47791.71484375,50737.77945740583,47333.43812607021,49886.69412457192,188161
2010-02-04,45565.7890625,49101.06580010775,45107.51244836566,47791.704045438215,238627
2010-02-05,42816.1328125,43667.21802131116,41441.302859805044,42881.60090548547,246339
2010-02-08,44911.11328125,47137.02851676385,43863.623758655245,45172.98566189869,404521
2010-02-09,43536.2890625,45303.92786654136,43012.54423167294,45303.92786654136,204208
2010-02-10,46220.48046875,46547.820981984776,43732.69256816572,44125.50118404745,226557
2010-02-11,47006.08984375,47529.834577385096,45827.66419307103,46613.28129352368,159317
2010-02-12,47529.8359375,47660.77212465565,46285.94215952135,47464.36784392218,73249
2010-02-16,47660.77734375,48053.585948231455,46744.22393329327,47726.24544449691,36440
2010-02-17,46547.81640625,47660.77404184247,46285.94402140471,47660.77404184247,95303
2010-02-18,45434.85546875,46613.281114913545,45369.38737729647,46613.281114913545,75187
2010-02-19,45500.328125,46351.41339928057,44911.115242805754,45303.92383093525,71381
2010-02-22,45303.921875,46220.475207731215,45107.51758941474,45958.60282695087,67515
2010-02-23,46089.5390625,46155.00715775923,44190.96429998224,45369.39001464844,57391
2010-02-24,46940.62109375,47071.55727532252,45107.514551734654,45762.19545959728,63387
2010-02-25,46155.00390625,47595.30190048759,45958.59963430851,47267.96144725178,44115
2010-02-26,46809.69140625,47202.50000546329,46482.3509069056,46678.75520651224,54169
2010-03-02,46155.00390625,47137.02526595745,45958.59963430851,47137.02526595745,46059
2010-03-03,45303.921875,46089.53901734104,44976.581399024566,45827.666636560694,71774
2010-03-04,45042.0546875,45631.267612191135,44976.58658475654,45303.92709847383,36690
2010-03-05,45303.921875,45434.85806539017,44714.70901824422,45107.51758941474,46874
2010-03-08,44976.57421875,45500.3188966976,44976.57421875,45434.85081195415,40248
2010-03-09,44190.96875,44976.58597222222,44125.500648148154,44976.58597222222,63036
2010-03-10,44190.96875,44649.245462962965,43732.69203703704,44060.0325462963,43716
