Date,Close,High,Low,Open,Volume
2010-05-12,73578.609375,78096.5941611842,72610.46977796052,77128.45456414473,9504811
2010-05-13,74546.75,75514.88961038961,74224.0367965368,74546.75,2184611
2010-05-14,73578.609375,75192.17537006579,72287.75657894736,74224.0357730263,1766046
2010-05-17,69383.3203125,73255.87772529069,69383.3203125,72287.73837209302,2436796
2010-05-18,70996.890625,70996.890625,69060.61178977274,70028.75120738636,992698
2010-05-19,70674.171875,70996.88498858448,69383.31942066211,70351.45876141553,849604
2010-05-20,69383.3203125,71642.31213662791,69383.3203125,70674.17278343023,737460
2010-05-24,66156.1953125,68415.18734756098,65510.76901676829,67769.76105182926,1211758
2010-05-25,63251.78125,65188.06026785714,61638.21540178571,64865.34709821428,1594192
2010-05-26,70996.890625,70996.890625,63122.690028409095,63251.775284090916,3446050
2010-05-27,70351.4765625,70996.90295298165,68415.19739105504,69060.6237815367,1530520
2010-05-28,69706.046875,71642.32595486111,68092.48097511574,71642.32595486111,690425
2010-05-31,70351.4765625,70996.90295298165,68415.19739105504,69383.33697677753,477021
2010-06-01,68415.1875,70351.46639150944,68415.1875,70028.75324292453,298598
2010-06-03,67124.3359375,69060.61485877405,66478.90963040866,68092.47539813702,901342
2010-06-04,66478.9140625,68092.4799378034,66478.9140625,67447.05358768204,416465
2010-06-07,65833.484375,66156.19753370098,64413.54647671569,64865.344898897056,573780
2010-06-08,66156.1953125,67447.04790396341,65833.48216463414,65833.48216463414,387803
2010-06-09,65833.484375,67124.33700980392,65833.484375,66478.91069240196,242710
2010-06-10,66156.1953125,67124.33475609755,65833.48216463414,66478.90846036586,267676
2010-06-11,66478.9140625,67769.76676274271,66156.20088743932,67124.34041262136,454402
2010-06-14,65188.046875,67124.3254950495,64865.333771658414,66801.61239170792,767148
2010-06-15,64865.33203125,65510.75822061567,64542.61893656717,65510.75822061567,474019
2010-06-16,64865.33203125,65510.75822061567,64478.0763176306,65510.75822061567,587113
2010-06-17,64865.33203125,66801.61059934701,64542.61893656717,64865.33203125,662035
2010-06-18,65510.76953125,65833.48268165025,64542.63008004925,65188.056380849746,485914
2010-06-21,64865.33203125,65833.4713152985,64542.61893656717,65510.75822061567,753197
2010-06-22,64865.33203125,65510.75822061567,64542.61893656717,64865.33203125,456165
2010-06-23,64865.33203125,65188.04512593283,64542.61893656717,64865.33203125,397369
2010-06-24,64865.33203125,65188.04512593283,64542.61893656717,64865.33203125,331095
2010-06-25,68737.8984375,69060.61157570423,64478.08501320423,64865.3407790493,1823381
2010-06-28,68737.8984375,69060.61157570423,67769.75902288733,69060.61157570423,595619
2010-06-29,67769.75,69060.60238095238,66156.18452380951,68415.17619047618,710521
2010-06-30,66801.6015625,66801.6015625,65833.46240942029,66478.88851147343,701595
2010-07-01,67124.3359375,67447.04909104567,65510.77016977164,66156.19647686298,476704
2010-07-02,66156.1953125,67447.04790396341,66156.1953125,67124.33475609755,274805
2010-07-05,67124.3359375,67124.3359375,66156.19647686298,66156.19647686298,204626
2010-07-06,66478.9140625,67124.34041262136,66156.20088743932,66801.62723756068,257913
2010-07-07,67769.75,68092.4630952381,66478.89761904761,66801.6107142857,584680
2010-07-08,67769.75,68737.88928571428,67447.0369047619,68737.88928571428,324346
2010-07-09,68737.8984375,70028.75099031691,67447.0458846831,68092.47216109156,1172265
2010-07-12,70028.75,70351.46313364054,68415.18433179724,69383.3237327189,640815
2010-07-13,69383.3203125,70674.17278343023,69060.60719476744,70351.45966569766,348292
2010-07-14,69060.6015625,70028.74083674066,68737.88847108645,69706.02774532711,490314
2010-07-15,68092.4765625,69060.61603969194,67769.76340343602,69060.61603969194,423561
2010-07-16,69383.3203125,70351.45966569766,67769.7547238372,68092.46784156976,878451
2010-07-19,68415.1875,69383.32694575473,68092.4743514151,69060.61379716982,265663
2010-07-20,69060.6015625,69060.6015625,68092.46228825935,68415.1753796729,228396
2010-07-21,68737.8984375,69706.03785211268,68415.18529929577,69706.03785211268,217135
2010-07-22,67769.75,68737.88928571428,67447.0369047619,68737.88928571428,346425
2010-07-23,68092.4765625,68737.90288062797,67447.05024437205,68415.18972156399,389252
2010-07-26,68415.1875,69060.61379716982,67769.7612028302,68092.4743514151,297556
2010-07-27,68415.1875,69060.61379716982,68415.1875,68737.90064858491,294471
2010-07-28,69383.3203125,69706.03343023255,68092.46784156976,68737.89407703489,534868
2010-07-29,70351.4765625,71642.32934346331,69706.05017201835,70028.76336725918,963367
2010-07-30,70996.890625,71642.3169034091,69706.03806818182,70351.46434659092,614311
2010-08-02,73578.609375,74224.0357730263,71642.33018092105,71965.0433799342,1355308
2010-08-03,73901.3203125,74224.03350163756,73255.89393422489,74224.03350163756,691180
2010-08-04,72610.4453125,73901.29767361112,71965.01913194444,73578.58458333333,712007
2010-08-05,72610.4453125,73578.58458333333,71965.01913194444,72933.15840277777,355417
2010-08-06,72933.1640625,74224.01652378318,72287.73783185841,73255.87717782079,493267
2010-08-09,73901.3203125,73901.3203125,72933.18074508733,73901.3203125,417759
2010-08-10,72610.4453125,73901.29767361112,72287.73222222223,73255.87149305556,394580
2010-08-11,71965.03125,73255.88382847534,71319.60496076234,72610.45753923767,450548
2010-08-12,70674.171875,71642.31121575343,70351.45876141553,70996.88498858448,594133
2010-08-13,72610.4453125,72610.4453125,70351.45368055555,70996.87986111111,409556
2010-08-16,71319.6015625,72287.74095022625,70674.17530401584,71642.31469174208,321561
2010-08-17,71965.03125,72287.74439461884,71319.60496076234,71642.31810538117,319640
2010-08-18,71319.6015625,72610.45407946833,70996.88843325792,71965.02782098416,374284
2010-08-19,70351.4765625,71642.32934346331,70028.76336725918,71319.61614822249,745403
2010-08-20,70351.4765625,70351.4765625,69706.05017201835,70028.76336725918,318878
2010-08-23,69383.3203125,70674.17278343023,69060.60719476744,70351.45966569766,371686
2010-08-24,69706.046875,70028.76005497685,68092.48097511574,69383.33369502315,299559
2010-08-25,69383.3203125,69706.03343023255,68737.89407703489,69060.60719476744,200611
2010-08-26,70028.75,70351.46313364054,69383.3237327189,69706.03686635944,338733
2010-08-27,69383.3203125,70028.74654796511,69060.60719476744,69706.03343023255,357029
2010-08-30,70996.890625,70996.890625,69383.32492897728,70028.75120738636,364196
2010-08-31,70351.4765625,70674.18975774082,69706.05017201835,70351.4765625,345485
2010-09-01,70996.890625,70996.890625,70028.75120738636,70351.46434659092,365208
2010-09-02,70351.4765625,71642.32934346331,70351.4765625,71319.61614822249,615314
2010-09-03,71642.328125,71642.328125,70028.76217623874,70996.9017454955,561444
2010-09-06,73578.609375,73578.609375,71965.0433799342,72933.18297697368,976867
2010-09-07,73255.8984375,73901.32485545154,72933.18522852423,73578.61164647578,492469
2010-09-08,73255.8984375,73578.61164647578,71642.33239262115,72933.18522852423,696951
2010-09-09,71642.328125,74224.03364301802,70996.9017454955,73901.32045326577,1643008
