Date,Close,High,Low,Open,Volume
2000-01-04,9043.41015625,9501.162595952701,8596.821672038499,8775.456882301503,197145699
2000-01-05,8764.2919921875,9199.715602929653,8485.174763305598,8931.762329516641,186396333
2000-01-06,8038.5859375,9155.056639675973,7703.645277111975,8831.279934281194,184079807
2000-01-07,8485.1767578125,8864.776094898072,8273.046880313088,8708.470593404978,256406581
2000-01-10,8887.1005859375,9021.077174849268,8708.465439757696,8820.112291481617,988218404
2000-01-11,8351.1982421875,8931.762453140602,8284.209922907066,8887.103879322976,405010693
2000-01-12,7815.29052734375,8250.714028354494,7815.290527343749,8250.714028354494,310301664
2000-01-13,7257.0576171875,7915.775055982114,7257.0576171875,7703.646130979056,373023561
2000-01-14,7368.70263671875,7525.008530819228,7167.7381777632245,7480.349965964181,265682778
2000-01-17,7234.7255859375,7569.666615007542,7145.408008755746,7368.701722433208,338293230
2000-01-18,6966.77392578125,7324.04428945128,6743.4797192105225,7234.726698533772,349263503
2000-01-19,6631.83349609375,6810.468695461194,6509.021739209386,6810.468695461194,413611763
2000-01-20,7011.43212890625,7123.079455687398,6520.185175020107,6520.185175020107,348723906
2000-01-21,6698.82080078125,6922.114537056491,6564.844192172989,6810.467668918871,268486225
2000-01-24,6788.13818359375,6910.949918286605,6587.173276703326,6642.996709099372,159872993
2000-01-25,6587.1728515625,6810.467025289001,6497.855273782669,6810.467025289001,152303488
2000-01-26,6631.83349609375,6810.468695461194,6587.174466974907,6687.656938576831,129366600
2000-01-27,6922.115234375,7033.762113759679,6654.162448719405,6654.162448719405,179291142
2000-01-28,6966.77392578125,7212.397415442875,6721.150436119625,7145.409107616265,225990611
2000-01-31,7134.2421875,7368.700738991564,6698.819228809066,6866.289491716244,315062676
2000-02-01,7033.76220703125,7480.350647599858,7011.4329225690035,7368.703308180733,612915852
2000-02-02,7078.4208984375,7178.903361577782,6922.114997515037,7145.4092071976875,213793101
2000-02-03,7011.43212890625,7190.067301491412,6977.937976727295,7190.067301491412,187889583
2000-02-04,7011.43212890625,7011.43212890625,7011.43212890625,7011.43212890625,0
2000-02-07,6855.126953125,7011.43286007545,6810.468384598554,6855.126953125,196440395
